price,timestamp,block_number,feed,time_delta,price_delta
92474.8431803,2025-01-09 22:37:30,12581621,Redstone,475.0,0.4960376989717741
92000.90149402,2025-01-09 23:33:30,12582490,Redstone,3360.0,-0.5125087753389823
92374.352476,2025-01-09 23:59:58,12582847,Redstone,1588.0,0.40592100285481436
92370.3,2025-01-10 00:00:01,12582848,Eoracle,11259.0,0.6947336291192929
92660.84132524,2025-01-10 00:12:34,12583034,Chainlink,6109.0,0.5188491824178687
92850.81202177,2025-01-10 01:41:39,12584450,Redstone,6101.0,0.5157920277641947
93127.44942,2025-01-10 02:06:37,12584881,Chainlink,6843.0,0.5035655710508902
93338.82,2025-01-10 02:29:01,12585256,Eoracle,8940.0,1.0485188420953584
93288.17817357,2025-01-10 02:29:33,12585267,Redstone,2874.0,0.4710418167344077
93603.54363381,2025-01-10 03:48:44,12586673,Chainlink,6127.0,0.5112286621990814
93757.08295475,2025-01-10 05:07:38,12588000,Redstone,9485.0,0.5026411602846004
94079.65317635,2025-01-10 05:37:21,12588493,Chainlink,6517.0,0.5086447842216346
93892.62,2025-01-10 06:00:03,12588877,Eoracle,12662.0,0.5933222639840308
94172.06241201,2025-01-10 07:12:28,12590150,Redstone,7490.0,0.4426113144542665
94510.03914311,2025-01-10 07:41:10,12590674,Redstone,1722.0,0.3588927782226303
94555.96081953,2025-01-10 07:42:55,12590709,Chainlink,7534.0,0.5062812490254087
94835.2202512987,2025-01-10 07:47:46,12590800,Eoracle,6463.0,1.0039130352297088
94983.581824,2025-01-10 10:56:27,12594255,Redstone,11717.0,0.5010501373012177
95072.21928062,2025-01-10 10:56:48,12594262,Chainlink,11633.0,0.5459819313510472
94563.34222528,2025-01-10 11:34:51,12594958,Chainlink,2283.0,-0.5352531572214381
94852.1062481715,2025-01-10 12:00:00,12595430,Eoracle,15134.0,0.017805617815902508
94268.51003997,2025-01-10 13:30:20,12597160,Redstone,9233.0,-0.7528372486046986
93581.65607531,2025-01-10 13:30:49,12597175,Redstone,29.0,-0.7286144274145978
93822.3,2025-01-10 13:31:05,12597184,Eoracle,5465.0,-1.0856967640519355
93819.71250844,2025-01-10 13:31:12,12597187,Chainlink,6981.0,-0.7863826503386795
94076.5909918,2025-01-10 13:32:40,12597218,Redstone,111.0,0.5288802712485552
93614.22170431,2025-01-10 13:34:10,12597248,Redstone,90.0,-0.4914817624825485
93337.88880137,2025-01-10 13:36:40,12597298,Chainlink,328.0,-0.5135634017495505
93096.60087206,2025-01-10 13:37:35,12597317,Redstone,205.0,-0.5529296968199593
92782.83351,2025-01-10 13:38:40,12597339,Chainlink,120.0,-0.5946730727445559
92830.29999999999,2025-01-10 13:39:33,12597357,Eoracle,508.0,-1.0573179297459268
93250.35513,2025-01-10 13:41:42,12597400,Chainlink,182.0,0.5038880602300289
93650.87298,2025-01-10 13:44:28,12597453,Redstone,413.0,0.595373088542428
93728.519,2025-01-10 13:47:13,12597508,Chainlink,331.0,0.5127743152649522
93190.54963977,2025-01-10 13:52:17,12597608,Redstone,469.0,-0.49153128591583606
93212.01023314,2025-01-10 13:52:44,12597617,Chainlink,331.0,-0.551068951446898
93581.33471025,2025-01-10 13:54:08,12597645,Redstone,111.0,0.41933980644022206
93699.09306311,2025-01-10 14:09:01,12597918,Chainlink,977.0,0.5225537232291577
93825.0,2025-01-10 14:10:47,12597952,Eoracle,1874.0,1.0715251378052404
94064.810868,2025-01-10 14:12:30,12597986,Redstone,1102.0,0.516637382066576
94206.16360645,2025-01-10 14:13:58,12598014,Chainlink,297.0,0.541169105018402
93590.98721784,2025-01-10 14:38:00,12598476,Redstone,1530.0,-0.5037204091388858
93724.29085605,2025-01-10 14:38:03,12598477,Chainlink,1445.0,-0.5115087293152687
94077.94860158,2025-01-10 14:44:00,12598592,Redstone,360.0,0.5203079892795337
94224.27785,2025-01-10 14:45:33,12598623,Chainlink,450.0,0.5334657529902476
93710.97307279,2025-01-10 14:49:40,12598703,Redstone,340.0,-0.3900760318915397
93692.06370417,2025-01-10 14:50:01,12598710,Chainlink,268.0,-0.5648375959720897
93256.82258561,2025-01-10 15:06:17,12599016,Redstone,997.0,-0.4846289311575491
93218.95123096,2025-01-10 15:07:00,12599030,Chainlink,1019.0,-0.5049653668680376
92776.117654,2025-01-10 15:10:49,12599103,Redstone,272.0,-0.5154635535311258
92842.0,2025-01-10 15:12:02,12599128,Eoracle,3675.0,-1.0476951771915766
92678.03328317,2025-01-10 15:12:03,12599128,Chainlink,303.0,-0.5802660732041609
92299.9624741,2025-01-10 15:13:46,12599162,Redstone,177.0,-0.5132303355005363
92654.91045436,2025-01-10 15:18:27,12599252,Redstone,281.0,0.3845591815485161
93075.8396709,2025-01-10 15:23:28,12599349,Redstone,301.0,0.4542977964965278
93151.472,2025-01-10 15:23:31,12599350,Chainlink,688.0,0.5108424294929081
93594.0394743,2025-01-10 15:38:28,12599631,Redstone,900.0,0.5567500709446005
93682.4134,2025-01-10 15:39:04,12599643,Chainlink,933.0,0.5699763928582957
93825.10461584016,2025-01-10 15:41:03,12599681,Eoracle,1741.0,1.0589007301007758
94068.62074952,2025-01-10 15:41:10,12599684,Redstone,162.0,0.5070635671733381
94202.12265662,2025-01-10 15:47:32,12599798,Chainlink,508.0,0.5547564775055136
93711.33255972,2025-01-10 15:58:34,12599995,Chainlink,662.0,-0.5209968555475175
93603.22605505,2025-01-10 16:00:57,12600038,Redstone,1187.0,-0.4947395749632877
93586.9899,2025-01-10 16:20:08,12600420,Api3,86216.0,-0.4848106587928336
93239.458535,2025-01-10 16:31:35,12600590,Chainlink,1981.0,-0.5035399794569018
93134.3452905,2025-01-10 16:38:38,12600714,Redstone,2261.0,-0.5009237227296515
93590.1584714,2025-01-10 16:42:59,12600800,Redstone,261.0,0.4894147046164976
93736.44666255,2025-01-10 16:45:04,12600838,Chainlink,809.0,0.5330233952006935
94058.42147736,2025-01-10 17:25:08,12601563,Redstone,2529.0,0.5003335966175193
94209.61807,2025-01-10 17:30:36,12601660,Chainlink,2732.0,0.5047891447746089
94503.67997444,2025-01-10 17:49:07,12601989,Redstone,1439.0,0.4733850410058027
94696.10699723,2025-01-10 17:50:07,12602009,Chainlink,1171.0,0.5163898731322059
94711.95382,2025-01-10 17:50:47,12602019,Redstone,100.0,0.22038702155970924
94823.0,2025-01-10 17:55:23,12602106,Eoracle,8060.0,1.0635697005035638
